color;symbol;latitude;longitude
red;googlemini;40.148580;116.504907
red;googlemini;40.102252;116.476287
red;googlemini;40.034383;116.467245
red;googlemini;40.021072;116.405105
red;googlemini;40.007188;116.380193
red;googlemini;39.996355;116.378395
red;googlemini;39.991095;116.358942
red;googlemini;39.985152;116.330195
red;googlemini;39.997475;116.380655
red;googlemini;39.975465;116.381075
red;googlemini;39.968573;116.372913
red;googlemini;39.986638;116.319342
red;googlemini;39.979810;116.326952
red;googlemini;39.972777;116.332000
red;googlemini;39.969810;116.329185
red;googlemini;39.972118;116.330970
red;googlemini;39.980593;116.347688
red;googlemini;39.995653;116.368898
red;googlemini;39.992610;116.381393
red;googlemini;39.985548;116.344085
red;googlemini;39.984998;116.319887
red;googlemini;39.999147;116.380558
red;googlemini;39.979040;116.381508
red;googlemini;39.969580;116.372825
red;googlemini;39.966763;116.364557
red;googlemini;39.962897;116.359943
red;googlemini;39.985043;116.338683
red;googlemini;39.982565;116.347190
red;googlemini;39.975397;116.358925
red;googlemini;39.974988;116.370527
red;googlemini;39.967037;116.386300
red;googlemini;39.961182;116.440932
red;googlemini;39.947798;116.450705
red;googlemini;39.952262;116.454622
red;googlemini;39.967502;116.400568
red;googlemini;39.991360;116.370545
red;googlemini;40.031620;116.339917
red;googlemini;40.072670;116.310837
red;googlemini;40.075940;116.323158
red;googlemini;39.999152;116.325068
red;googlemini;40.008452;116.319103
red;googlemini;40.007321;116.319086
red;googlemini;40.004539;116.313890
red;googlemini;39.998548;116.308950
red;googlemini;39.990095;116.309740
red;googlemini;39.985509;116.310054
red;googlemini;39.980759;116.310343
red;googlemini;39.975920;116.311052
red;googlemini;39.967198;116.314334
red;googlemini;39.944364;116.303750
red;googlemini;39.916767;116.303946
red;googlemini;39.908447;116.303661
red;googlemini;39.906008;116.289958
red;googlemini;39.892511;116.288865
red;googlemini;39.890501;116.288150
red;googlemini;39.890978;116.290113
red;googlemini;39.890614;116.288792
red;googlemini;39.890288;116.288836
red;googlemini;39.894112;116.289124
red;googlemini;39.906154;116.290833
red;googlemini;39.908930;116.304337
red;googlemini;39.940643;116.304335
red;googlemini;39.964579;116.312464
red;googlemini;39.974458;116.311733
red;googlemini;39.981871;116.309871
red;googlemini;39.995760;116.309191
red;googlemini;39.998452;116.311996
red;googlemini;40.004823;116.321137
red;googlemini;40.005311;116.322529
red;googlemini;40.005419;116.322530
red;googlemini;40.005009;116.324171
red;googlemini;40.000320;116.327331
red;googlemini;40.000026;116.327377
red;googlemini;39.999820;116.327158
red;googlemini;39.995955;116.329001
red;googlemini;40.004489;116.334769
red;googlemini;40.005577;116.342984
red;googlemini;40.005340;116.335042
red;googlemini;39.998083;116.331785
red;googlemini;39.997774;116.326682
red;googlemini;40.000279;116.327897
red;googlemini;40.001830;116.321714
red;googlemini;40.009441;116.320271
red;googlemini;40.006633;116.324200
red;googlemini;39.998277;116.326264
red;googlemini;39.994220;116.327763
red;googlemini;39.991648;116.327937
red;googlemini;39.990354;116.328097
red;googlemini;39.989644;116.329756
red;googlemini;39.989801;116.329297
red;googlemini;39.989315;116.329101
red;googlemini;39.992512;116.326176
red;googlemini;39.996041;116.328049
red;googlemini;39.995459;116.328591
red;googlemini;39.991179;116.315848
red;googlemini;39.985033;116.310135
red;googlemini;39.975199;116.311103
red;googlemini;40.000031;116.326993
red;googlemini;40.004583;116.324392
red;googlemini;40.007400;116.319836
red;googlemini;39.974543;116.415310
red;googlemini;39.970073;116.415700
red;googlemini;39.968057;116.415604
red;googlemini;39.968048;116.412394
red;googlemini;39.967610;116.394540
red;googlemini;39.966771;116.366470
red;googlemini;39.966486;116.336435
red;googlemini;39.966020;116.317806
red;googlemini;39.976329;116.311188
red;googlemini;39.981744;116.310855
red;googlemini;39.982464;116.311346
red;googlemini;39.982209;116.311005
red;googlemini;39.982521;116.311247
red;googlemini;39.991512;116.327111
red;googlemini;39.993125;116.326882
red;googlemini;39.999841;116.327279
red;googlemini;39.995202;116.326522
red;googlemini;39.984785;116.321713
red;googlemini;39.975127;116.311207
red;googlemini;39.974750;116.302767
red;googlemini;39.971211;116.300248
red;googlemini;39.983831;116.310434
red;googlemini;39.994501;116.326727
red;googlemini;39.998030;116.326147
red;googlemini;40.007201;116.324111
red;googlemini;39.999982;116.327598
red;googlemini;40.004974;116.324317
red;googlemini;40.010860;116.322142
red;googlemini;40.003870;116.324305
red;googlemini;39.999867;116.327227
red;googlemini;40.003139;116.321513
red;googlemini;40.005128;116.316791
red;googlemini;40.004081;116.321516
red;googlemini;39.999762;116.326327
red;googlemini;39.999670;116.326984
red;googlemini;39.993125;116.326676
red;googlemini;39.989792;116.328409
red;googlemini;39.989627;116.329020
red;googlemini;39.991519;116.328653
red;googlemini;39.995299;116.328372
red;googlemini;39.995484;116.328415
red;googlemini;39.991090;116.315475
red;googlemini;39.985336;116.310197
red;googlemini;40.008494;116.322232
red;googlemini;40.010527;116.322141
red;googlemini;40.003188;116.324478
red;googlemini;39.995620;116.326266
red;googlemini;39.993672;116.326564
red;googlemini;39.993333;116.326576
red;googlemini;39.998711;116.307457
red;googlemini;39.992359;116.289899
red;googlemini;39.981004;116.286592
red;googlemini;39.946476;116.268046
red;googlemini;39.924842;116.269078
red;googlemini;39.895810;116.233423
red;googlemini;39.860984;116.210535
red;googlemini;39.807851;116.258325
red;googlemini;39.770662;116.294703
red;googlemini;39.966819;116.351483
red;googlemini;39.905698;116.265498
red;googlemini;39.906695;116.266718
red;googlemini;39.909272;116.273290
red;googlemini;39.904057;116.288675
red;googlemini;39.906145;116.343298
red;googlemini;39.897705;116.342227
red;googlemini;39.877088;116.342698
red;googlemini;39.860880;116.341665
red;googlemini;39.819965;116.338723
red;googlemini;39.781965;116.338983
red;googlemini;39.760545;116.334280
red;googlemini;39.752718;116.326358
red;googlemini;39.740563;116.333225
red;googlemini;39.730428;116.335710
red;googlemini;39.721152;116.338883
red;googlemini;39.704183;116.326402
red;googlemini;39.692307;116.322852
red;googlemini;39.690805;116.332893
red;googlemini;39.690578;116.331373
red;googlemini;39.692330;116.332922
red;googlemini;39.694533;116.331345
red;googlemini;39.687965;116.339323
red;googlemini;39.694697;116.331117
red;googlemini;39.691222;116.332458
red;googlemini;39.690458;116.329530
red;googlemini;39.690257;116.324653
red;googlemini;39.690482;116.323940
red;googlemini;39.705068;116.327822
red;googlemini;39.719707;116.339032
red;googlemini;39.726945;116.340142
red;googlemini;39.730727;116.335705
red;googlemini;39.740593;116.333142
red;googlemini;39.748860;116.330873
red;googlemini;39.756802;116.330555
red;googlemini;39.761692;116.335807
red;googlemini;39.789773;116.342335
red;googlemini;39.831512;116.339772
red;googlemini;39.866410;116.345783
red;googlemini;39.876027;116.344258
red;googlemini;39.884882;116.343907
red;googlemini;39.895237;116.343892
red;googlemini;39.905392;116.337437
red;googlemini;39.905848;116.354820
red;googlemini;39.905775;116.371067
red;googlemini;39.906083;116.391038
red;googlemini;39.906527;116.407080
red;googlemini;39.907040;116.431045
red;googlemini;39.907138;116.437343
red;googlemini;39.907047;116.441875
red;googlemini;39.906752;116.452738
red;googlemini;39.909555;116.454197
red;googlemini;39.911447;116.454128
red;googlemini;39.905853;116.265720
red;googlemini;39.904743;116.263025
red;googlemini;39.902540;116.262962
red;googlemini;40.078422;116.464958
red;googlemini;40.066572;116.446112
red;googlemini;39.901667;116.260367
red;googlemini;39.901732;116.260033
red;googlemini;39.970516;116.303074
red;googlemini;39.970497;116.300465
red;googlemini;39.974558;116.310880
red;googlemini;39.975006;116.323179
red;googlemini;39.974142;116.332103
red;googlemini;39.972422;116.338883
red;googlemini;39.975196;116.334056
red;googlemini;39.974213;116.299181
red;googlemini;39.972653;116.300159
red;googlemini;39.971569;116.300101
red;googlemini;39.971315;116.299669
red;googlemini;39.971497;116.298477
red;googlemini;39.970920;116.299509
red;googlemini;39.971247;116.300043
red;googlemini;39.970969;116.299798
red;googlemini;39.970675;116.299123
red;googlemini;39.971152;116.299362
red;googlemini;39.971289;116.299752
red;googlemini;39.970356;116.301257
red;googlemini;39.969361;116.300413
red;googlemini;39.961012;116.301551
red;googlemini;39.952671;116.311120
red;googlemini;39.952947;116.316122
red;googlemini;39.955817;116.308879
red;googlemini;39.968623;116.300982
red;googlemini;39.969716;116.301392
red;googlemini;39.979332;116.299834
red;googlemini;39.991468;116.328857
red;googlemini;39.991281;116.330855
red;googlemini;39.990862;116.310065
red;googlemini;39.969552;116.300656
red;googlemini;39.971253;116.304972
red;googlemini;39.969153;116.300153
red;googlemini;39.980528;116.299912
red;googlemini;39.990948;116.313543
red;googlemini;39.927251;116.471696
red;googlemini;39.914780;116.471799
red;googlemini;39.907017;116.457235
red;googlemini;39.907182;116.423231
red;googlemini;39.906316;116.392628
red;googlemini;39.906831;116.365582
red;googlemini;39.908817;116.365861
red;googlemini;39.909066;116.364434
red;googlemini;39.908804;116.367270
red;googlemini;39.908327;116.367945
red;googlemini;39.909724;116.367181
red;googlemini;39.909199;116.367447
red;googlemini;39.907022;116.368290
red;googlemini;39.907328;116.471034
red;googlemini;39.914872;116.471902
red;googlemini;39.927044;116.471528
red;googlemini;39.914644;116.484509
red;googlemini;39.914857;116.468316
red;googlemini;39.975421;116.335279
red;googlemini;39.975706;116.331398
red;googlemini;39.976148;116.331055
red;googlemini;39.973702;116.333412
red;googlemini;39.966075;116.338559
red;googlemini;39.966744;116.344472
red;googlemini;39.967035;116.344987
red;googlemini;39.966600;116.343992
red;googlemini;39.966068;116.344349
red;googlemini;39.966789;116.376104
red;googlemini;39.965207;116.434926
red;googlemini;39.949005;116.455237
red;googlemini;39.933303;116.455301
red;googlemini;39.928596;116.472044
red;googlemini;39.927560;116.470702
red;googlemini;39.916460;116.484028
red;googlemini;39.927130;116.473014
red;googlemini;39.927270;116.473296
red;googlemini;39.914366;116.483097
red;googlemini;39.915089;116.484260
red;googlemini;39.926725;116.478502
red;googlemini;39.926751;116.472429
red;googlemini;39.927204;116.471194
red;googlemini;39.915388;116.477954
red;googlemini;39.914136;116.487316
red;googlemini;39.914557;116.488249
red;googlemini;39.913594;116.486931
red;googlemini;39.915365;116.484180
red;googlemini;39.926952;116.472760
red;googlemini;39.926591;116.472761
red;googlemini;39.926962;116.472046
red;googlemini;39.916437;116.471833
red;googlemini;39.913942;116.478533
red;googlemini;39.914376;116.486423
red;googlemini;39.926362;116.478611
red;googlemini;39.925123;116.155349
red;googlemini;39.926144;116.153957
red;googlemini;39.925435;116.153181
red;googlemini;39.925837;116.153207
red;googlemini;39.925303;116.153364
red;googlemini;39.926062;116.153153
red;googlemini;39.926162;116.153207
red;googlemini;39.925858;116.153493
red;googlemini;39.925633;116.153537
red;googlemini;39.925471;116.153426
red;googlemini;39.925284;116.153032
red;googlemini;39.925537;116.153984
red;googlemini;39.932328;116.149480
red;googlemini;39.947989;116.124946
red;googlemini;39.958924;116.108684
red;googlemini;39.961114;116.103781
red;googlemini;39.961464;116.103640
red;googlemini;39.961777;116.103261
red;googlemini;39.962203;116.102577
red;googlemini;39.964181;116.100385
red;googlemini;39.966267;116.100446
red;googlemini;39.967661;116.101584
red;googlemini;39.967783;116.101535
red;googlemini;39.975057;116.331205
red;googlemini;39.975165;116.330252
red;googlemini;39.975219;116.329637
red;googlemini;39.975240;116.329749
red;googlemini;39.975527;116.340223
red;googlemini;39.982028;116.347777
red;googlemini;39.984381;116.345844
red;googlemini;39.984287;116.347147
red;googlemini;39.981254;116.347395
red;googlemini;39.975181;116.333625
red;googlemini;39.973752;116.332045
red;googlemini;39.960717;116.104299
red;googlemini;39.950240;116.124345
red;googlemini;39.936376;116.144401
red;googlemini;39.924494;116.154902
red;googlemini;39.922920;116.174112
red;googlemini;39.923738;116.189845
red;googlemini;39.923358;116.203493
red;googlemini;39.923227;116.250493
red;googlemini;39.922909;116.279333
red;googlemini;39.922752;116.291561
red;googlemini;39.922411;116.299815
red;googlemini;39.924536;116.304485
red;googlemini;39.929073;116.304455
red;googlemini;39.930865;116.315945
red;googlemini;39.936815;116.320103
red;googlemini;39.951197;116.318227
red;googlemini;39.965447;116.315711
red;googlemini;39.974947;116.314377
red;googlemini;39.982023;116.309598
red;googlemini;39.981415;116.310870
red;googlemini;39.983990;116.313700
red;googlemini;39.984268;116.321393
red;googlemini;39.985287;116.337918
red;googlemini;39.985110;116.345853
red;googlemini;39.985762;116.362472
red;googlemini;39.991858;116.362850
red;googlemini;39.999812;116.362757
red;googlemini;40.005817;116.360003
red;googlemini;40.028910;116.341502
red;googlemini;40.032363;116.346275
red;googlemini;40.032272;116.350883
red;googlemini;40.032277;116.355355
red;googlemini;39.981020;116.307685
red;googlemini;39.977933;116.304803
red;googlemini;39.975452;116.302558
red;googlemini;40.032397;116.355582
red;googlemini;40.032295;116.354505
red;googlemini;40.032133;116.351190
red;googlemini;40.030958;116.350408
red;googlemini;40.030788;116.351665
red;googlemini;40.030910;116.352063
red;googlemini;40.030885;116.351965
red;googlemini;40.030905;116.351725
red;googlemini;40.030873;116.351557
red;googlemini;40.031150;116.351367
red;googlemini;40.032567;116.352938
red;googlemini;40.032608;116.355957
red;googlemini;40.032910;116.356238
red;googlemini;40.031577;116.350335
red;googlemini;40.032023;116.350992
red;googlemini;40.014615;116.339657
red;googlemini;40.034885;116.346090
red;googlemini;40.037062;116.333852
red;googlemini;40.044012;116.323005
red;googlemini;40.043985;116.322938
red;googlemini;40.044342;116.323017
red;googlemini;40.044013;116.322870
red;googlemini;40.002968;116.815157
red;googlemini;40.037755;116.334150
red;googlemini;39.981708;116.309838
red;googlemini;39.983477;116.310278
red;googlemini;39.991383;116.316342
red;googlemini;39.991745;116.329750
red;googlemini;39.991913;116.347155
red;googlemini;39.997887;116.358803
red;googlemini;40.005135;116.360432
red;googlemini;40.027093;116.343550
red;googlemini;40.031505;116.343050
red;googlemini;40.033095;116.347905
red;googlemini;40.032473;116.352325
red;googlemini;39.983818;116.309557
red;googlemini;39.984205;116.310970
red;googlemini;39.990467;116.310828
red;googlemini;39.991255;116.327730
red;googlemini;39.991400;116.333615
red;googlemini;39.991542;116.340660
red;googlemini;39.991722;116.344533
red;googlemini;39.992033;116.350140
red;googlemini;39.999958;116.358748
red;googlemini;40.006052;116.359768
red;googlemini;40.027502;116.343458
red;googlemini;40.031290;116.343350
red;googlemini;40.032953;116.347962
red;googlemini;40.032377;116.352155
red;googlemini;40.028223;116.343183
red;googlemini;40.020022;116.347693
red;googlemini;40.004482;116.360530
red;googlemini;39.996633;116.358723
red;googlemini;39.862967;116.360353
red;googlemini;39.864579;116.358204
red;googlemini;39.866579;116.358636
red;googlemini;39.866186;116.358914
red;googlemini;39.866496;116.358563
red;googlemini;39.869423;116.377596
red;googlemini;39.870715;116.406330
red;googlemini;39.882522;116.416415
red;googlemini;39.882279;116.422723
red;googlemini;39.882863;116.432432
red;googlemini;39.881326;116.434157
red;googlemini;39.880175;116.436034
red;googlemini;39.880089;116.436489
red;googlemini;39.880126;116.436428
red;googlemini;39.880134;116.436607
red;googlemini;39.880260;116.436570
red;googlemini;39.879893;116.436618
red;googlemini;39.879905;116.436684
red;googlemini;39.879913;116.436576
red;googlemini;39.880292;116.436649
red;googlemini;39.797935;116.517914
red;googlemini;39.804940;116.520699
red;googlemini;39.821319;116.506025
red;googlemini;39.839375;116.474044
red;googlemini;39.861509;116.448193
red;googlemini;39.857597;116.429920
red;googlemini;39.857183;116.418896
red;googlemini;39.866827;116.415147
red;googlemini;39.870148;116.410631
red;googlemini;39.870682;116.399229
red;googlemini;39.869875;116.378822
red;googlemini;39.867061;116.368049
red;googlemini;39.968823;116.419193
red;googlemini;39.966598;116.418745
red;googlemini;39.958087;116.418706
red;googlemini;39.950674;116.419202
red;googlemini;39.955961;116.419930
red;googlemini;39.953179;116.419102
red;googlemini;39.961219;116.419047
red;googlemini;39.969591;116.418706
red;googlemini;39.969114;116.419702
red;googlemini;39.970125;116.420333
red;googlemini;39.968333;116.419043
red;googlemini;39.968260;116.416661
red;googlemini;39.968275;116.415728
red;googlemini;39.967617;116.394917
red;googlemini;39.967993;116.374856
red;googlemini;39.975512;116.360983
red;googlemini;39.976771;116.363990
red;googlemini;39.980465;116.363689
red;googlemini;39.982832;116.363212
red;googlemini;39.982792;116.363909
red;googlemini;39.975168;116.363693
red;googlemini;39.961259;116.364360
red;googlemini;39.965370;116.364191
red;googlemini;39.966548;116.379408
red;googlemini;39.967449;116.405460
red;googlemini;39.967730;116.417104
red;googlemini;39.969043;116.418789
red;googlemini;39.969298;116.419904
red;googlemini;39.968964;116.420046
red;googlemini;39.973540;116.418567
red;googlemini;39.979197;116.420880
red;googlemini;39.979861;116.424298
red;googlemini;39.979383;116.419549
red;googlemini;39.972271;116.418311
red;googlemini;39.969209;116.419788
red;googlemini;39.969039;116.419944
red;googlemini;39.967732;116.418451
red;googlemini;39.959021;116.418754
red;googlemini;39.951347;116.418893
red;googlemini;39.949294;116.420142
red;googlemini;39.953272;116.419059
red;googlemini;39.959824;116.418853
red;googlemini;39.967024;116.418670
red;googlemini;39.969008;116.419879
red;googlemini;39.970467;116.421632
red;googlemini;39.971988;116.418603
red;googlemini;39.979165;116.418340
red;googlemini;39.986321;116.418079
red;googlemini;39.992614;116.417942
red;googlemini;39.995993;116.417557
red;googlemini;39.989651;116.417776
red;googlemini;39.982011;116.417852
red;googlemini;39.973908;116.418260
red;googlemini;39.995714;116.417788
red;googlemini;39.988942;116.417847
red;googlemini;39.982079;116.418006
red;googlemini;39.973699;116.418264
red;googlemini;39.995910;116.417729
red;googlemini;39.989443;116.417759
red;googlemini;39.980604;116.418135
red;googlemini;39.972182;116.418427
red;googlemini;39.970249;116.422832
red;googlemini;39.969869;116.423056
red;googlemini;39.969061;116.420304
red;googlemini;39.969495;116.419718
red;googlemini;39.968075;116.420317
red;googlemini;39.967660;116.416826
red;googlemini;39.967727;116.423841
red;googlemini;39.960469;116.439677
red;googlemini;39.959473;116.434045
red;googlemini;39.959932;116.438965
red;googlemini;39.961120;116.439790
red;googlemini;39.962526;116.439602
red;googlemini;39.968353;116.419418
red;googlemini;39.968922;116.420026
red;googlemini;39.972942;116.419062
red;googlemini;39.967491;116.418420
red;googlemini;39.959639;116.418756
red;googlemini;39.952212;116.419022
red;googlemini;39.949703;116.419710
red;googlemini;39.953450;116.419172
red;googlemini;39.962352;116.418855
red;googlemini;39.971990;116.418915
red;googlemini;39.969865;116.423516
red;googlemini;39.970964;116.418453
red;googlemini;39.968300;116.411690
red;googlemini;39.961510;116.411815
red;googlemini;39.970700;116.422164
red;googlemini;39.970467;116.422941
red;googlemini;39.970847;116.418546
red;googlemini;39.979444;116.418297
red;googlemini;39.987294;116.418074
red;googlemini;39.993006;116.417938
red;googlemini;39.996451;116.419665
red;googlemini;39.990465;116.417472
red;googlemini;39.983133;116.417914
red;googlemini;39.976111;116.418118
red;googlemini;39.978695;116.341754
red;googlemini;39.979661;116.338955
red;googlemini;39.980048;116.339001
red;googlemini;39.980254;116.338616
red;googlemini;39.979906;116.339172
red;googlemini;39.981956;116.342988
red;googlemini;39.980548;116.338758
red;googlemini;39.980414;116.339051
red;googlemini;39.980422;116.339163
red;googlemini;39.980359;116.338812
red;googlemini;39.980537;116.338903
red;googlemini;39.980572;116.339062
red;googlemini;39.974127;116.335481
red;googlemini;39.980407;116.338943
red;googlemini;39.980246;116.339017
red;googlemini;39.980446;116.338755
red;googlemini;39.980557;116.339065
red;googlemini;39.981674;116.341587
red;googlemini;39.980665;116.345972
red;googlemini;39.982118;116.340975
red;googlemini;39.980205;116.339194
red;googlemini;39.976693;116.339420
red;googlemini;39.976960;116.340993
red;googlemini;39.977114;116.339731
red;googlemini;39.976661;116.339918
red;googlemini;39.976697;116.338557
red;googlemini;39.976791;116.339007
red;googlemini;39.976808;116.339041
red;googlemini;39.976720;116.338912
red;googlemini;39.977057;116.339484
red;googlemini;39.976541;116.334912
red;googlemini;39.976993;116.339546
red;googlemini;39.976961;116.339951
red;googlemini;39.976693;116.338967
red;googlemini;39.977465;116.340024
red;googlemini;39.977264;116.339722
red;googlemini;39.977864;116.341097
red;googlemini;39.976173;116.338809
red;googlemini;39.977254;116.339138
red;googlemini;39.977447;116.339125
red;googlemini;39.977620;116.339275
red;googlemini;39.977840;116.338970
red;googlemini;39.977302;116.339331
red;googlemini;39.976988;116.339413
red;googlemini;39.977080;116.339423
red;googlemini;39.977301;116.339325
red;googlemini;39.977214;116.339311
red;googlemini;39.977354;116.339667
red;googlemini;39.977348;116.339630
red;googlemini;39.977615;116.339176
red;googlemini;39.977193;116.339675
red;googlemini;39.977192;116.339440
red;googlemini;39.977110;116.339392
red;googlemini;39.977679;116.339558
red;googlemini;39.977815;116.339380
red;googlemini;39.977176;116.338938
red;googlemini;39.977078;116.338894
red;googlemini;39.977095;116.338917
red;googlemini;39.977697;116.339275
red;googlemini;39.976458;116.338670
red;googlemini;39.976163;116.338561
red;googlemini;39.976382;116.338758
red;googlemini;39.977957;116.341792
red;googlemini;39.977837;116.338724
red;googlemini;39.977544;116.339211
red;googlemini;39.977102;116.339151
red;googlemini;39.977036;116.339432
red;googlemini;39.977432;116.339555
red;googlemini;39.977681;116.338966
red;googlemini;39.986906;116.338826
red;googlemini;39.976570;116.339247
red;googlemini;39.977664;116.339095
red;googlemini;39.977586;116.339333
red;googlemini;39.977349;116.339414
red;googlemini;39.977473;116.339569
red;googlemini;39.977051;116.339364
red;googlemini;39.977066;116.339238
red;googlemini;39.977101;116.339208
red;googlemini;39.976881;116.338981
red;googlemini;39.977139;116.339415
red;googlemini;39.977340;116.339212
red;googlemini;39.977615;116.339199
red;googlemini;39.977414;116.339333
red;googlemini;39.976427;116.338879
red;googlemini;39.977116;116.339575
red;googlemini;39.976702;116.339659
red;googlemini;39.976600;116.339548
red;googlemini;39.977956;116.338843
red;googlemini;39.980865;116.338353
red;googlemini;39.980663;116.338099
red;googlemini;39.981135;116.338147
red;googlemini;39.978847;116.339341
red;googlemini;39.979442;116.340008
red;googlemini;39.979995;116.341689
red;googlemini;39.981485;116.344678
red;googlemini;39.981572;116.345613
red;googlemini;39.982988;116.338172
red;googlemini;39.981215;116.339940
red;googlemini;39.981522;116.340054
red;googlemini;39.981407;116.340025
red;googlemini;39.979969;116.347195
red;googlemini;39.975486;116.349972
red;googlemini;39.976906;116.353449
red;googlemini;39.975694;116.353292
red;googlemini;39.975194;116.353143
red;googlemini;39.975296;116.344338
red;googlemini;39.974657;116.339827
red;googlemini;39.976286;116.339391
red;googlemini;39.979922;116.339096
red;googlemini;39.980487;116.338191
red;googlemini;39.980458;116.338781
red;googlemini;39.980785;116.339021
red;googlemini;39.980953;116.339196
red;googlemini;39.980673;116.338857
red;googlemini;39.980895;116.337885
red;googlemini;39.976488;116.339105
red;googlemini;39.977418;116.339408
red;googlemini;39.975064;116.332343
red;googlemini;39.975044;116.322576
red;googlemini;39.975106;116.318768
red;googlemini;39.975103;116.313215
red;googlemini;39.974901;116.312326
red;googlemini;39.973743;116.312619
red;googlemini;39.973539;116.311375
red;googlemini;39.974877;116.319050
red;googlemini;39.974993;116.330969
red;googlemini;39.977459;116.339358
red;googlemini;39.980068;116.345577
red;googlemini;39.981180;116.339372
red;googlemini;39.980437;116.339200
red;googlemini;39.980636;116.339023
red;googlemini;39.979031;116.338750
red;googlemini;39.983553;116.346892
red;googlemini;39.978824;116.338570
red;googlemini;39.978606;116.339058
red;googlemini;39.979086;116.338907
red;googlemini;39.978554;116.339061
red;googlemini;39.978719;116.338695
red;googlemini;39.979377;116.338217
red;googlemini;39.978616;116.338998
red;googlemini;39.978858;116.338715
red;googlemini;39.978789;116.338690
red;googlemini;39.978714;116.338801
red;googlemini;39.978639;116.339035
red;googlemini;39.979488;116.338525
red;googlemini;39.979535;116.338395
red;googlemini;39.978827;116.339029
red;googlemini;39.981723;116.342544
red;googlemini;39.978916;116.341948
red;googlemini;39.977213;116.339418
red;googlemini;39.977665;116.339648
red;googlemini;39.976550;116.338524
red;googlemini;39.976173;116.338604
red;googlemini;39.976393;116.338403
red;googlemini;39.976714;116.339399
red;googlemini;39.976666;116.339258
red;googlemini;39.977265;116.339171
red;googlemini;39.977479;116.339971
red;googlemini;39.977690;116.337555
red;googlemini;39.977447;116.339330
red;googlemini;39.976296;116.339560
red;googlemini;39.977602;116.339106
red;googlemini;39.990717;116.340890
red;googlemini;39.978971;116.339558
red;googlemini;39.980267;116.342894
red;googlemini;39.969660;116.344719
red;googlemini;39.980443;116.348448
red;googlemini;39.982866;116.346960
red;googlemini;39.971864;116.347707
red;googlemini;39.956641;116.348611
red;googlemini;39.940306;116.348890
red;googlemini;39.937072;116.330533
red;googlemini;39.937299;116.320812
red;googlemini;39.940363;116.318852
red;googlemini;39.941682;116.317961
red;googlemini;39.941663;116.317759
red;googlemini;39.942361;116.318322
red;googlemini;39.943840;116.319031
red;googlemini;39.943505;116.318716
red;googlemini;39.941853;116.317709
red;googlemini;39.941257;116.316945
red;googlemini;39.940642;116.316984
red;googlemini;39.940829;116.317106
red;googlemini;39.940990;116.317056
red;googlemini;39.941145;116.314286
red;googlemini;39.941426;116.316983
red;googlemini;39.943236;116.318417
red;googlemini;39.943088;116.318864
red;googlemini;39.963500;116.315424
red;googlemini;39.972937;116.327693
red;googlemini;39.975414;116.340412
red;googlemini;39.975191;116.340321
red;googlemini;39.978015;116.339743
red;googlemini;39.979411;116.342230
red;googlemini;39.981442;116.345412
red;googlemini;39.985515;116.339486
red;googlemini;39.984025;116.339707
red;googlemini;39.982037;116.341574
red;googlemini;39.978062;116.350218
red;googlemini;39.979142;116.341935
red;googlemini;39.981836;116.336379
red;googlemini;39.981684;116.336459
red;googlemini;39.978572;116.341884
red;googlemini;39.978687;116.342465
red;googlemini;39.978774;116.342506
red;googlemini;39.978855;116.342265
red;googlemini;39.978829;116.342259
red;googlemini;39.978642;116.342569
red;googlemini;39.978627;116.342593
red;googlemini;39.978527;116.342693
red;googlemini;39.978488;116.342597
red;googlemini;39.978786;116.342582
red;googlemini;39.978880;116.342264
red;googlemini;39.978471;116.342403
red;googlemini;39.978487;116.342607
red;googlemini;39.978437;116.342524
red;googlemini;39.978731;116.342033
red;googlemini;39.978576;116.342513
red;googlemini;39.978521;116.342413
red;googlemini;39.978486;116.342264
red;googlemini;39.978307;116.341727
red;googlemini;39.978368;116.342142
red;googlemini;39.978886;116.341131
red;googlemini;39.978798;116.341925
red;googlemini;39.979988;116.340426
red;googlemini;39.980786;116.339469
red;googlemini;39.981277;116.338395
red;googlemini;39.980393;116.343956
red;googlemini;39.981215;116.338656
red;googlemini;39.981240;116.338431
red;googlemini;39.981249;116.338365
red;googlemini;39.981220;116.338834
red;googlemini;39.981250;116.338575
red;googlemini;39.981184;116.338162
red;googlemini;39.980065;116.339268
red;googlemini;39.976611;116.339448
red;googlemini;39.977431;116.338178
red;googlemini;39.977389;116.339075
red;googlemini;39.977621;116.339259
red;googlemini;39.977418;116.339098
red;googlemini;39.977402;116.339422
red;googlemini;39.977544;116.339210
red;googlemini;39.977324;116.338986
red;googlemini;39.977633;116.339482
red;googlemini;39.977577;116.339436
red;googlemini;39.977078;116.338816
red;googlemini;39.977206;116.338831
red;googlemini;39.977409;116.338950
red;googlemini;39.977408;116.339069
red;googlemini;39.977659;116.339274
red;googlemini;39.977460;116.339900
red;googlemini;39.977548;116.339371
red;googlemini;39.977785;116.339260
red;googlemini;39.977968;116.338835
red;googlemini;39.978345;116.338908
red;googlemini;39.977121;116.339098
red;googlemini;39.976945;116.339744
red;googlemini;39.978341;116.338665
red;googlemini;39.977239;116.339064
red;googlemini;39.977185;116.339697
red;googlemini;39.977402;116.339717
red;googlemini;39.977216;116.340031
red;googlemini;39.976807;116.338847
red;googlemini;39.977730;116.341641
red;googlemini;39.976701;116.339651
